collect_time,used_value
2022/7/20,242810830305440000.00
2022/7/21,245039714532754000.00
2022/7/22,247307556509478000.00
2022/7/24,238907779369105000.00
2022/7/25,239100917602653000.00
2022/7/26,238954042631837000.00
2022/7/27,240149324398927000.00
2022/7/28,242543292445964000.00
2022/7/29,243902118340865000.00
2022/7/30,245722234733962000.00
2022/7/31,240951585431548000.00
2022/8/1,243527681164315000.00
2022/8/2,242499757798135000.00
2022/8/3,242375775132384000.00
2022/8/4,244971801314163000.00
2022/8/5,249722303010420000.00
2022/8/6,242968291066114000.00
2022/8/7,243559946908527000.00
2022/8/8,243968684623134000.00
2022/8/9,244109597433820000.00
2022/8/10,243001827870998000.00
2022/8/11,244725562013928000.00
2022/8/12,243805581727530000.00
2022/8/13,245370256495362000.00
2022/8/15,244550083827299000.00
2022/8/16,244122955786248000.00
2022/8/17,243843104966362000.00
2022/8/18,243353245178583000.00
2022/8/19,242961241184657000.00
2022/8/20,242629242706385000.00
2022/8/21,244041185835164000.00
2022/8/22,243454721745776000.00
2022/8/23,244975658133109000.00
2022/8/24,244123069908268000.00
2022/8/25,243636186528105000.00
2022/8/26,244109521681576000.00
2022/8/27,243930306502154000.00
2022/8/28,243859050571334000.00
2022/8/29,243993773889754000.00
2022/8/30,244017630857354000.00
2022/8/31,244479184087313000.00
2022/9/1,246536386105238000.00
2022/9/2,245156468999164000.00
2022/9/3,245343891277742000.00
2022/9/4,245404579786499000.00
2022/9/5,246020688829652000.00
2022/9/6,246423639639061000.00
2022/9/7,246965471911525000.00
2022/9/8,248642725662802000.00
2022/9/9,246650949829484000.00
2022/9/10,246875209991269000.00
2022/9/11,247116205194647000.00
2022/9/12,247440548678339000.00
2022/9/13,247998298853597000.00
2022/9/14,248214462273848000.00
2022/9/15,249313543584563000.00
2022/9/16,251001148721469000.00
2022/9/17,248784925373737000.00
2022/9/18,248912573275148000.00
2022/9/19,249366757321368000.00
2022/9/20,249407817112013000.00
2022/9/21,249419674229868000.00
2022/9/22,249748442211077000.00
2022/9/23,250053218829021000.00
2022/9/24,248802908676757000.00
2022/9/25,248398226623065000.00
2022/9/26,249377176459723000.00
2022/9/27,250217131403731000.00
2022/9/28,249578713156599000.00
2022/9/29,249432367957412000.00
2022/9/30,248639661705275000.00
2022/10/1,248089251290051000.00
2022/10/2,247659731934184000.00
2022/10/3,246999031185791000.00
2022/10/4,246953095930287000.00
2022/10/5,247606436370944000.00
2022/10/6,247768688395558000.00
2022/10/7,248129270788876000.00
2022/10/8,248640381237283000.00
2022/10/9,249127641877266000.00
2022/10/10,250356569035221000.00
2022/10/11,250604577423321000.00
2022/10/12,251400133395853000.00
2022/10/13,251870201103300000.00
2022/10/14,252844254523507000.00
2022/10/15,252942301063667000.00
2022/10/16,253166761375280000.00
2022/10/17,253517916963284000.00
2022/10/18,255319664282492000.00
2022/10/19,255665055344164000.00
2022/10/20,256496374069010000.00
2022/10/21,256584320220691000.00
2022/10/22,256810920077730000.00
2022/10/23,257186507097079000.00
2022/10/24,257865657393162000.00
2022/10/25,258286755653818000.00
2022/10/26,257874304730730000.00
2022/10/27,258203975360819000.00
2022/10/28,258767184079468000.00
2022/10/29,259022038884674000.00
2022/10/30,259392046971285000.00
2022/10/31,260346293276824000.00
2022/11/1,261399480010301000.00
2022/11/2,262079441711245000.00
2022/11/3,263361525449027000.00
2022/11/4,263706276711002000.00
2022/11/5,264032892865206000.00
2022/11/6,264146222606234000.00
2022/11/7,264949451333430000.00
2022/11/8,265346572889110000.00
2022/11/9,264687499314319000.00
2022/11/10,265185511329501000.00
2022/11/11,264998823467189000.00
2022/11/12,265392936035251000.00
2022/11/14,266561037146338000.00
2022/11/15,267088531536599000.00
2022/11/16,267519973263082000.00
2022/11/17,267757576273871000.00
2022/11/18,268552881116182000.00
2022/11/19,268833465659224000.00
2022/11/20,269495911581673000.00
2022/11/21,271125601382668000.00
2022/11/22,271181621733769000.00
2022/11/23,273604812243911000.00
2022/11/24,273058789430463000.00
2022/11/25,273832220324394000.00
2022/11/26,274051044642399000.00
2022/11/27,274413273502704000.00
2022/11/28,275255418323739000.00
2022/11/29,275814145491459000.00
2022/11/30,279891850852763000.00
2022/12/1,280853875883105000.00
2022/12/3,281471492821224000.00
2022/12/4,282159007933808000.00
2022/12/5,282789022035786000.00
2022/12/6,283917817034360000.00
2022/12/7,280838026185637000.00
2022/12/8,280202425491793000.00
2022/12/9,280691946417889000.00
2022/12/10,281311946140749000.00
2022/12/11,281486107866209000.00
2022/12/12,281932318919032000.00
2022/12/13,282989331189364000.00
2022/12/14,283577928690080000.00
2022/12/15,284061340161142000.00
2022/12/16,284964221166278000.00
2022/12/17,285166072267397000.00
2022/12/18,285593552984335000.00
2022/12/19,286956224836894000.00
2022/12/20,287458530065336000.00
2022/12/22,288510244154124000.00
2022/12/23,289076240065145000.00
2022/12/24,289131916853176000.00
2022/12/25,289505361798920000.00
2022/12/26,290092795343768000.00
2022/12/27,290626793452427000.00
2022/12/28,290916607510611000.00
2022/12/29,291363438821796000.00
2022/12/30,291859858797863000.00
2022/12/31,292418567064669000.00
2023/1/1,292765687263897000.00
2023/1/2,293007766889146000.00
2023/1/3,293389482722440000.00
2023/1/4,293787420875289000.00
2023/1/5,293903671437742000.00
2023/1/6,294633966584117000.00
2023/1/7,292552507946366000.00
2023/1/8,292842955245116000.00
2023/1/9,293428162237216000.00
2023/1/10,294291889218403000.00
2023/1/11,294780339321977000.00
2023/1/12,295115030159208000.00
2023/1/13,295766643669276000.00
2023/1/14,295955412200488000.00
2023/1/15,296262843449459000.00
2023/1/16,297017111779121000.00
2023/1/17,297837334177779000.00
2023/1/18,296866337625114000.00
2023/1/19,296529077450646000.00
2023/1/20,296789084271663000.00
2023/1/21,296909453428200000.00
2023/1/22,297367715865198000.00
2023/1/23,297843941782198000.00
2023/1/24,297427478593503000.00
2023/1/25,297626514463694000.00
2023/1/26,297548471886871000.00
2023/1/27,297977138158997000.00
2023/1/28,298410137913736000.00
2023/1/29,298906719326565000.00
2023/1/30,301458628364662000.00
2023/1/31,300563184977498000.00
2023/2/1,301801513059604000.00
2023/2/2,302912961005765000.00
2023/2/3,302201616958580000.00
2023/2/4,302569128252269000.00
2023/2/5,302900785490847000.00
2023/2/6,305434763478062000.00
2023/2/7,306693588516060000.00
2023/2/8,308028172107004000.00
2023/2/9,309799569949347000.00
2023/2/10,310386744534432000.00
2023/2/11,310207454609185000.00
2023/2/12,310258070224808000.00
2023/2/13,312113706805251000.00
2023/2/14,314689915337876000.00
2023/2/15,316376235570067000.00
2023/2/16,316997238713211000.00
2023/2/17,317411892487121000.00
2023/2/18,317398916415793000.00
2023/2/19,313731929409549000.00
2023/2/20,314573534750751000.00
2023/2/21,317079558652515000.00
2023/2/22,316088484676253000.00
2023/2/23,317222675404147000.00
2023/2/24,317075642584169000.00
2023/2/25,316896929149847000.00
2023/2/26,316311995146873000.00
2023/2/27,321143207749859000.00
2023/2/28,331476129519920000.00
2023/3/1,330737633324905000.00
2023/3/2,333772081016288000.00
2023/3/3,336392708482568000.00
2023/3/4,335711953158830000.00
2023/3/5,335227907402822000.00
2023/3/6,335819098287731000.00
2023/3/7,334035599406994000.00
2023/3/8,324859333419191000.00
2023/3/9,328241998467699000.00
2023/3/10,326169670614562000.00
2023/3/11,322920723311270000.00
2023/3/12,322100295637373000.00
2023/3/13,322415211074069000.00
2023/3/14,324615681734231000.00
2023/3/15,327455430234916000.00
2023/3/16,328853271652403000.00
2023/3/17,329565222494225000.00
2023/3/18,324696512624101000.00
2023/3/19,324970670580651000.00
2023/3/20,328028811633861000.00
2023/3/21,329510423871424000.00
2023/3/22,330199291779117000.00
2023/3/23,331253862769619000.00
2023/3/24,331821802099877000.00
2023/3/25,327744187833194000.00
2023/3/26,328936281055618000.00
2023/3/27,321201594156183000.00
2023/3/28,318972386991178000.00
2023/3/29,320582126782763000.00
2023/3/30,321698033491397000.00
2023/3/31,321954325818727000.00
